p_val	avg_logFC	pct.1	pct.2	p_val_adj
Tmem256	0.0694704028399959	0.113324411352315	0.228	0.211	1
Rcl1	0.0695154930971169	-0.0129824199364194	0.192	0.169	1
Bfar	0.0696958156606326	0.0540931094388739	0.187	0.167	1
Emc10	0.0698174909051617	0.206613892212688	0.287	0.265	1
Pex19	0.0698326479299833	0.124287479886915	0.191	0.211	1
Gm13166	0.0698582318474537	0.0326248300939417	0.102	0.074	1
Atp6v1g1	0.0700017380090814	0.0859656941095963	0.375	0.449	1
Wdfy1	0.0700285130433225	0.0871589482881212	0.126	0.083	1
Tm7sf3	0.0700374897279167	-0.00259637892231172	0.133	0.1	1
Pef1	0.0701694932202653	0.10134555739725	0.144	0.164	1
Stat1	0.070289433061083	-0.117343191832949	0.271	0.316	1
E230001N04Rik	0.070322558834369	0.0474149705842026	0.147	0.11	1
Chka	0.0703986614758762	-0.122854823869249	0.255	0.289	1
Camk2g	0.0704198046720317	0.0474518199690458	0.223	0.201	1
Gm20234	0.0704906248809387	0.0875099887642966	0.164	0.135	1
Kpna6	0.0705664020603388	0.0208870553058451	0.141	0.103	1
Ctnnbl1	0.0705988362485212	0.118763110208193	0.179	0.201	1
Tspyl1	0.070672487548411	-0.0119380447843297	0.218	0.199	1
Capn2	0.070803128225797	0.0797506573827323	0.211	0.184	1
Abcc5	0.0708163907328832	-0.0394868226910287	0.178	0.194	1
Gstk1	0.0710713262677171	-0.0159014959831492	0.155	0.181	1
Ttyh3	0.0710788233222737	0.0417520619981738	0.094	0.11	1
Topbp1	0.0710887223130303	0.0794028833114309	0.215	0.179	1
Cipc	0.0711112355578928	0.00398563134956973	0.118	0.088	1
Vcp	0.0711682227862089	0.022634856466897	0.291	0.341	1
Usp4	0.0712599776177343	0.0795750200099095	0.134	0.105	1
Rfc2	0.0713105837196394	0.0792979232631879	0.222	0.186	1
Ilf2	0.0713660104386851	0.181508100247894	0.287	0.25	1
Cox7b	0.0714837610888775	0.19751615197599	0.5	0.505	1
Ppp1cc	0.0715313976947618	0.218823616920952	0.42	0.402	1
Psmd9	0.0716653973281633	0.21081710478766	0.27	0.233	1
Irf2bpl	0.0718122594627577	0.0918395449103594	0.232	0.206	1
Pccb	0.0718823114271367	0.0474316615457435	0.116	0.083	1
Ncoa4	0.0719747400622276	0.0290056685309006	0.215	0.189	1
Rapgef1	0.0719782734318276	0.0286089598579387	0.118	0.093	1
Acadvl	0.0720228141604154	0.0692415919252842	0.214	0.194	1
Sf3a3	0.0720793703253154	0.05997502535538	0.183	0.147	1
Kcnq1ot1	0.0720985231620025	0.0640411082458195	0.113	0.135	1
Pole3	0.0721533684130871	0.00601974249716047	0.163	0.14	1
Baz1b	0.0722607217750053	-0.0658568839472928	0.209	0.243	1
Zfp644	0.0723139599582099	0.0247375873351152	0.172	0.145	1
Ctnnb1	0.0725764223228186	0.0712741356553309	0.138	0.11	1
Gfm2	0.0725799703249294	0.060413801174254	0.16	0.137	1
Tusc2	0.0726992329535383	0.159818145389457	0.181	0.147	1
Pclaf	0.0727657523729027	0.114593565174919	0.229	0.196	1
Usp22	0.0728232217678048	0.0308067613584922	0.146	0.167	1
Nbn	0.072877507499057	0.0104541094766552	0.185	0.152	1
Vcpip1	0.0728806935913913	0.0963018512449175	0.222	0.235	1
Asl	0.0730283361755247	0.109265688946597	0.167	0.137	1
B4galt6	0.0730301328670406	0.0033832639693826	0.152	0.164	1
Micu2	0.0730997891628834	0.105123034056324	0.095	0.113	1
Trappc5	0.0731939378538407	-0.0118937434046572	0.169	0.196	1
Usp10	0.0732704950413962	-0.0316037439039753	0.18	0.203	1
Acp1	0.0732887319335204	0.074093984417904	0.202	0.167	1
Gm16124	0.0733001365826167	0.00619946956427875	0.21	0.186	1
Abraxas1	0.0733430626400862	0.0720330630681416	0.185	0.159	1
Rbm28	0.0733641437854155	-0.0472159048835868	0.193	0.23	1
Etfa	0.0734943886827517	0.0538863249137025	0.197	0.218	1
Bdp1	0.073635549481515	0.0674955008268651	0.181	0.152	1
Ndufv2	0.0738201292135932	0.0240524027297352	0.282	0.333	1
Bnip1	0.0740283140482827	0.0463772096631191	0.12	0.098	1
Gtf2e1	0.0741108696287147	0.00874883777608161	0.125	0.091	1
Clspn	0.0741192300731216	0.0650863331252471	0.204	0.179	1
Atxn7l3	0.0743184346166041	0.0309387928358985	0.165	0.186	1
Sipa1l1	0.0743301110192089	0.094254184234681	0.181	0.15	1
Insl6	0.0744350685730259	0.124675975412894	0.146	0.162	1
Zdhhc6	0.0744406944513775	0.0871064671938764	0.153	0.123	1
Foxn2	0.0745375767050096	0.0235469103038284	0.179	0.199	1
Asah1	0.0745582778887115	-0.0463759731876572	0.203	0.189	1
Dera	0.0745610979610393	0.0778230481405626	0.166	0.189	1
Snap47	0.0746038024358107	0.0479791462795653	0.174	0.145	1
Car2	0.0746902646831022	0.0578531240302532	0.192	0.206	1
Ppp3cc	0.0747478045167347	0.0302100806819756	0.17	0.191	1
Morc2a	0.0749145175110903	0.0163599107798223	0.149	0.152	1
Fam49a	0.0749160292945278	0.0290953732515909	0.163	0.186	1
Akna	0.0750146905281486	0.0499638672858408	0.163	0.137	1
Esco1	0.0751148673395182	0.0082940937319404	0.246	0.225	1
Arhgap15	0.0751596179274866	0.0640039791930123	0.398	0.48	1
Gbp5	0.0753421343678215	0.0319018011556806	0.123	0.096	1
Chd4	0.0753618867755759	0.122403431197389	0.226	0.26	1
Pdcd4	0.0753911420139024	0.167829446202711	0.438	0.429	1
Gm26740	0.0754186216233117	-0.0239180661744307	0.141	0.184	1
Mios	0.0755313303360699	0.0122767493494512	0.115	0.108	1
Aes	0.0755383505586067	-0.00401324878343234	0.258	0.314	1
Psmc2	0.075572093970621	0.0541377745209296	0.213	0.24	1
Fbxl17	0.0756877558524073	0.0647389068875711	0.131	0.096	1
Rcc2	0.0757637494192998	-0.0649488768676488	0.13	0.157	1
Zc3h12a	0.075787985394599	-0.0516629619863128	0.241	0.275	1
Gnas	0.0758531830095799	-0.0295967698583541	0.221	0.248	1
Klhl3	0.0758874760758878	-0.0544603711044589	0.201	0.225	1
Igtp	0.0760558920718266	-0.0276211411129301	0.111	0.147	1
Ccdc174	0.0760980674014053	0.0500597387836718	0.316	0.297	1
Cytip	0.0761182050539605	0.214644933868711	0.429	0.414	1
Atf7ip	0.0761231874380211	0.0765176196347922	0.176	0.196	1
Camk4	0.0761298457229787	0.0872232901067523	0.228	0.262	1
Zdhhc21	0.0762192532860042	-0.00332321285572622	0.157	0.184	1
Gigyf2	0.0764094671531103	0.191739265038699	0.236	0.206	1
Hcls1	0.0764618830062999	0.260309859720683	0.254	0.218	1
Zfp770	0.076516506166605	0.00277182131775576	0.116	0.081	1
Gm42715	0.0765939755569865	-0.0121612385657689	0.132	0.15	1
Tsacc	0.0766217404202076	0.0410501722337498	0.141	0.11	1
Zfp560	0.0767059343608813	0.0419409172485873	0.201	0.176	1
Eif1ad	0.0767810738610485	-0.0582128354829213	0.18	0.211	1
Id3	0.0768608985866042	0.0989971630528861	0.238	0.265	1
Sfmbt1	0.0769390940409184	0.0146465084827107	0.177	0.145	1
Polr2c	0.0769819694786615	0.121343801477959	0.199	0.233	1
Ccdc28b	0.0770127064621664	-0.0251055854385387	0.141	0.169	1
Kdm3a	0.077025880757897	0.130714429996703	0.192	0.157	1
Arfrp1	0.0770733533385907	0.145929249079643	0.247	0.213	1
Mkl2	0.0770805750500238	-0.00137242315391594	0.094	0.115	1
Gm26609	0.0771345814943681	0.0190932166010692	0.113	0.066	1
Atp5j	0.0772924956072739	0.140518135722033	0.576	0.581	1
Zcchc8	0.0775270556066261	0.00641701092180574	0.127	0.15	1
Dnmt1	0.0776021166979468	0.0259502606330299	0.18	0.152	1
Arl3	0.0776549706952688	0.0783672271618105	0.151	0.12	1
Chmp5	0.077881992738693	-0.0628490329621131	0.166	0.199	1
Edc4	0.0779286766071644	-0.0163291357092776	0.121	0.127	1
Dok1	0.0779402777654758	0.0210591613680695	0.136	0.162	1
Denr	0.0779970180119201	0.107952036102381	0.223	0.255	1
Lars	0.0781237270468792	0.0924665844716266	0.226	0.248	1
Bloc1s4	0.0784755125695028	0.182209736485964	0.239	0.206	1
Pkmyt1	0.0786065246571258	-0.0213090818124109	0.154	0.176	1
Prpf19	0.0786196625412576	0.0635806642378516	0.202	0.172	1
Tsc2	0.0787624003368807	-0.0195194725880137	0.156	0.1	1
Romo1	0.0787962184662435	0.175835659013406	0.423	0.414	1
Rnf111	0.0788225696055041	0.0175180314236279	0.226	0.206	1
Heca	0.0788643422176138	0.0821995286149823	0.173	0.142	1
Sephs1	0.0788689548902418	-0.0157286544067396	0.136	0.12	1
Sbno1	0.078908101282028	0.189450468153633	0.259	0.228	1
Phf21a	0.0789484616769767	-0.00265635645689105	0.203	0.228	1
Pnpo	0.0789735214523255	0.0353151102677097	0.126	0.152	1
Fgd3	0.0790371524873172	0.00874412466096089	0.104	0.123	1
Vdac1	0.0791077209885068	-0.0302204562703731	0.186	0.216	1
D930028M14Rik	0.0792078640759617	0.116391888780025	0.189	0.208	1
Dusp11	0.0793728021276996	0.00731433597093734	0.352	0.407	1
Mtrr	0.0793930940661714	-0.00580321067087436	0.148	0.174	1
Slc12a7	0.079479716124339	0.0763736854305474	0.19	0.206	1
Wdr4	0.079532943985583	0.0397914710856297	0.101	0.081	1
N4bp1	0.079533966651382	-0.0425951512308084	0.146	0.169	1
Mrpl54	0.0796091645391951	-0.144949016955959	0.327	0.385	1
Ndrg1	0.0797283703002218	0.0435817883615692	0.178	0.145	1
Elp4	0.0797985674746264	-0.00204581728261712	0.126	0.103	1
Gar1	0.0798159866192958	-0.035505946693835	0.196	0.223	1
Mbd5	0.0798295501570653	0.0152442117226004	0.162	0.125	1
Med7	0.0799027225671291	0.0372086928725514	0.175	0.137	1
C1qa	0.0799757955236997	-0.094290457565091	0.192	0.208	1
AI467606	0.0800128804256346	0.193645249261086	0.139	0.108	1
Dip2b	0.0800252875193508	0.0281375765490387	0.126	0.147	1
Nmt2	0.0801291943426933	0.0249502896824939	0.217	0.189	1
Arl8a	0.0801719036854004	0.0260687757502892	0.11	0.12	1
Cenpw	0.0801767955050074	0.0571844791829118	0.199	0.218	1
Pigx	0.0801775972443205	0.086036806033002	0.232	0.26	1
Lnpk	0.0802455586580273	0.0741379292835018	0.17	0.14	1
Apobec3	0.0804253656767288	0.0626992546013944	0.186	0.162	1
Pdhx	0.0806145583909922	0.0543925116267569	0.146	0.169	1
Zfp729a	0.0807079473417875	-0.0129274513796896	0.137	0.164	1
Rnf7	0.0807359013815539	0.112501632611751	0.291	0.267	1
Atmin	0.0807443412532114	0.0348340633706684	0.128	0.147	1
Uso1	0.0810968306882702	0.108754482683584	0.146	0.164	1
Ifi47	0.0812012917546221	-0.0565547252526222	0.225	0.262	1
Qsox1	0.0812529819112101	0.0667391201657134	0.203	0.176	1
Fem1b	0.0812720951457147	0.0244055386824425	0.162	0.179	1
Cyth3	0.0813471375996836	-0.0264651580638617	0.167	0.147	1
Rb1	0.0814508092839308	0.00678444090655703	0.156	0.176	1
Tcf12	0.0814527476072716	0.015383503922653	0.212	0.24	1
Xpnpep1	0.0815723141934346	0.0748204714325395	0.213	0.184	1
Krr1	0.0816659861285535	0.0273647369068362	0.218	0.191	1
Selenos	0.0818445248320363	0.162891440193516	0.239	0.27	1
BC051226	0.0819212512776173	0.0894687062854081	0.176	0.196	1
Chchd5	0.0819335258162822	-0.0435242804859362	0.085	0.103	1
Pcbp4	0.0819694089485858	0.0119571785297249	0.147	0.108	1
Nebl	0.0821017401058361	0.0320937702568492	0.16	0.13	1
Arfip2	0.0821519359303984	-0.010229248255718	0.137	0.162	1
Klhl6	0.0822223590850098	0.0189216969561946	0.236	0.262	1
Ebag9	0.0822884761192235	0.0722767223032389	0.195	0.216	1
Ccdc138	0.0823356099399017	-0.0114593621785347	0.113	0.135	1
Cep68	0.082809321780582	0.0429801283238338	0.101	0.113	1
Tox	0.0830621045759372	0.326777900674862	0.234	0.194	1
Edem1	0.0831342701662999	-0.0168018995372466	0.172	0.199	1
Ifnar2	0.0831448397873639	0.166641875782511	0.167	0.186	1
Mrpl40	0.0832278290096977	0.147216708508613	0.21	0.169	1
Gtf3c1	0.0833299975872	-0.0102612299126068	0.165	0.152	1
Lyrm4	0.0833416699598733	0.0436285601671204	0.162	0.179	1
Fuca1	0.0833770012080294	0.0245717495949327	0.171	0.203	1
Tbcel	0.0834716392777632	0.0482706384366078	0.112	0.127	1
Atp6v1c1	0.0835670546521849	0.100966090883837	0.178	0.152	1
Uhmk1	0.0836535521899228	-0.0175309340673094	0.118	0.142	1
Nemf	0.0836558648263097	0.0815420037483723	0.226	0.194	1
Sgf29	0.0837886973915626	0.0175685809968986	0.181	0.208	1
Ptrhd1	0.0838614286194526	0.0316829781454424	0.198	0.221	1
Anks1	0.0838628647413676	0.0126646832105442	0.109	0.142	1
Nudt21	0.0840386657312212	-0.0122950916201092	0.314	0.363	1
Pja1	0.0842231188594897	0.0962318520608189	0.2	0.164	1
Lypla2	0.0843003597087347	-0.00524761000727036	0.22	0.248	1
Poglut1	0.0843344483149785	-0.00681471036653876	0.145	0.167	1
Homer1	0.0844338631743595	-0.0221162544699284	0.094	0.105	1
Mvb12a	0.084516194586846	0.00718719853826488	0.139	0.167	1
Prkcq	0.0845704160270308	0.213234997985773	0.284	0.255	1
Susd3	0.0846028345706373	0.0446914822746751	0.168	0.14	1
B4galnt1	0.084643947681636	-0.00230526146565868	0.311	0.355	1
Hsd11b1	0.0846799526358959	0.0970815531783877	0.223	0.26	1
Tacc1	0.0847599513637214	0.0848581072098682	0.25	0.282	1
Iws1	0.084797850045936	-0.00982526373527448	0.221	0.196	1
Raly	0.0848224539523966	0.0648979878029317	0.336	0.407	1
Ggh	0.0850551815234908	0.0444521412225332	0.202	0.181	1
Creb3	0.0850753652709527	-0.0282536937260759	0.165	0.145	1
Gm28809	0.0853458607121855	0.0114691554166692	0.109	0.142	1
Helz	0.0854482977004568	0.0441906529075574	0.209	0.184	1
Nr4a1	0.085469241615005	-0.13861119168706	0.334	0.375	1
Psmb6	0.085541511240145	0.165120855504401	0.458	0.451	1
Copz1	0.0855881412452884	0.167913998884421	0.229	0.196	1
Yipf4	0.0859722120632496	0.140531375306931	0.211	0.233	1
Gpr183	0.0864317460951539	0.173108253549889	0.362	0.341	1
Tmem216	0.0865095784591023	0.0190921087585453	0.112	0.071	1
Memo1	0.0866323669159388	0.116231212836387	0.136	0.105	1
Snx4	0.0866823470670601	-0.0363416721715681	0.188	0.216	1
Sell	0.0867583918483728	0.00876978064180711	0.285	0.35	1
Gpr146	0.0867806851403014	0.0743605014755307	0.181	0.203	1
Ipo11	0.086783874970975	0.0273363213439511	0.11	0.13	1
Ppp3cb	0.0868475082703101	0.0477688689910417	0.154	0.13	1
Med21	0.0869615964732749	0.135171107003204	0.215	0.191	1
Fam220a	0.0870386605746455	-0.135132605311172	0.196	0.23	1
Mrpl36	0.0871030970359105	0.0861399608378278	0.169	0.196	1
Ppp1r3f	0.0871082401945099	0.0423613547596738	0.163	0.135	1
Noct	0.0871775460899187	0.00228123399027184	0.109	0.118	1
Cox6b1	0.0873904049705286	0.113886380821733	0.595	0.618	1
Rab28	0.0874878196983121	0.0231986754002941	0.217	0.233	1
Csnk1g1	0.087559527200448	-0.0347832009805885	0.163	0.186	1
Mid1ip1	0.0876054870575427	0.0330189410795665	0.121	0.154	1
Csk	0.0876735810640779	0.104042639460659	0.238	0.262	1
Eps15l1	0.0876913794236807	0.105483385404485	0.172	0.191	1
L3mbtl2	0.0877215561172932	0.0499818322337361	0.133	0.152	1
Nusap1	0.0878847287839896	0.0143003287438122	0.159	0.127	1
Olfr905	0.0879437704279884	-0.00812546592603273	0.141	0.12	1
Ube2e1	0.0879833648654005	0.0446917678707749	0.249	0.228	1
Ezr	0.0880317192190547	0.0391838467452064	0.387	0.451	1
Naa50	0.0881144869932871	0.000297889574855714	0.236	0.262	1
Ankrd46	0.0881146123564551	0.0290715845218711	0.145	0.118	1
Slc30a7	0.0881171248253994	0.00336401741542336	0.143	0.123	1
Cdk5rap1	0.0881972315042636	-0.0738061418945628	0.2	0.223	1
Gm43672	0.0881976108008284	0.0482019143913949	0.114	0.13	1
Klhl21	0.0883563073693321	0.0172417356438773	0.165	0.127	1
Cdc16	0.088608875822678	0.0518233320306152	0.157	0.135	1
Ube2q2	0.0886374617438212	-0.00619936002454598	0.118	0.113	1
Vars2	0.0886435182011175	0.000978716396255651	0.126	0.137	1
Mbd4	0.0888151386069449	0.0324494459581465	0.105	0.051	1
Rgl2	0.0888321328980929	0.185739974162033	0.113	0.076	1
Reep4	0.0888519418226022	0.0181917389696838	0.125	0.142	1
Gatsl3	0.0888800625030354	0.111693720809351	0.155	0.127	1
Fam102a	0.0889379330881845	0.188754732084596	0.171	0.137	1
Cluap1	0.0890012214395272	-0.0312665082151364	0.137	0.162	1
Ywhae	0.0890220755936305	0.0306428611936883	0.298	0.343	1
Pdik1l	0.0890458094253439	-0.00521195337851836	0.114	0.096	1
Trmt10a	0.0891115751930891	-0.0293481047392796	0.165	0.15	1
Rnf38	0.0891733855817145	-0.0300215633537577	0.171	0.152	1
Tmed3	0.0891848250834376	-0.0398610145759348	0.202	0.225	1
Kcmf1	0.0897893581683101	0.0510506536919173	0.186	0.167	1
Tbc1d20	0.0898046161194028	0.0334579718049193	0.101	0.115	1
Med9	0.0898190162988758	-0.0284811413876374	0.192	0.172	1
Sft2d1	0.0898269390519927	0.0787254668639706	0.181	0.152	1
Kifc1	0.0898780255203605	0.0174773411413946	0.151	0.13	1
Pgk1	0.0899981081244658	0.0192819418806019	0.249	0.297	1
Slu7	0.0900434581840682	0.144979919235807	0.208	0.176	1
Zfp53	0.0900715749484202	-0.0545547484058169	0.148	0.179	1
Nr3c1	0.0900730621385504	0.0970873281404106	0.259	0.228	1
Gnb5	0.0901219469670846	-0.00978850741694963	0.091	0.127	1
mt-Cytb	0.090329291478377	-0.0152320533714216	0.98	0.988	1
Sarnp	0.0903793118760944	0.129877014971369	0.362	0.336	1
Rnf125	0.0904638317132684	0.0794936982725579	0.199	0.172	1
Hscb	0.0905592729083229	0.0147481854506288	0.141	0.169	1
Rps12	0.0905986942380519	-0.147017566602854	0.218	0.26	1
Cr1l	0.0906440551866343	0.0664269349347231	0.257	0.289	1
Nfkb2	0.090665176664401	0.0444875979800473	0.174	0.194	1
Dhrs7	0.090685440654348	0.0229480762684218	0.14	0.164	1
Tnip1	0.0906863130884693	-0.0247630526786209	0.217	0.191	1
Rnmt	0.0906916365495308	-0.0183498428207329	0.12	0.142	1
Nfkbil1	0.0908006077388672	-0.0328666050385803	0.169	0.196	1
Serf2	0.0908822582663639	0.0915437594142618	0.857	0.9	1
Ddx52	0.0909115628782056	0.0670131301303069	0.228	0.248	1
Tasp1	0.090956935725728	0.103312432116791	0.155	0.176	1
Sde2	0.0910024577261661	0.0377004299151079	0.231	0.206	1
Ddx5	0.0910525812399247	0.102544719570145	0.911	0.934	1
Ddx47	0.0910740280801421	0.0863734043357733	0.204	0.172	1
Rab8b	0.0915112400717562	-0.0625447932977324	0.193	0.216	1
Ifngr1	0.0915410086347203	-0.0908108562933843	0.275	0.309	1
Eif4enif1	0.0915859488765517	0.000309946105468112	0.194	0.172	1
Rapgef2	0.0916511509680364	-0.0133294459747723	0.195	0.218	1
Htatsf1	0.0918216469600777	0.181256587758994	0.246	0.216	1
Ssbp1	0.0919773016980661	0.00546230503259881	0.236	0.279	1
Tnfrsf1a	0.0921109196216544	0.0531146389398463	0.175	0.142	1
Rrp1b	0.0922227887844595	-0.0104381178797207	0.155	0.176	1
Kcnn4	0.092239747848838	0.242274480663332	0.316	0.287	1
Ube2f	0.0924203205950036	-0.0960446015773095	0.162	0.194	1
Myo5a	0.0925588270930948	-0.00459034037958647	0.133	0.157	1
Snhg20	0.0926174437166986	0.050056370200355	0.133	0.105	1
Gm11423	0.0926859267573982	-0.00246714512394661	0.107	0.132	1
Gm42726	0.0927005328336167	0.0646973055398488	0.17	0.14	1
S100a9	0.0930079981348632	-0.00599620418860927	0.165	0.157	1
Avl9	0.0930228657656634	0.034060794270885	0.408	0.456	1
Rhebl1	0.0930525107766335	0.0568680582542133	0.175	0.145	1
Ndufs3	0.0930868929124301	0.0237924043881321	0.368	0.422	1
Rabep1	0.0932376953673571	0.0397914565239251	0.165	0.184	1
Ablim1	0.0934508296048249	0.202684360212027	0.405	0.395	1
Ppp4r3a	0.0936061311117984	0.0262327893257595	0.252	0.233	1
Tulp4	0.0937460773550652	0.0764522445152145	0.202	0.172	1
Bloc1s6	0.093749902096837	0.0056215226733097	0.122	0.1	1
Cbll1	0.093759715162341	0.0180748857377403	0.217	0.191	1
Lsm12	0.0938128304004937	0.201359649710203	0.252	0.275	1
Zfp868	0.0939117667946072	0.0815108264858771	0.184	0.203	1
Mapk1ip1l	0.0942711523932335	-0.0307889359393184	0.245	0.27	1
Ms4a6c	0.0943811713921489	0.09085861151587	0.134	0.147	1
Rnf126	0.0944380236879431	0.053811132451859	0.199	0.221	1
G0s2	0.0946228271937884	0.0316862207509504	0.12	0.086	1
Creg1	0.0947031119976686	0.048118278109348	0.131	0.154	1
Lzic	0.0948561222865939	0.0569327519552562	0.119	0.093	1
Ctnnbip1	0.0949757924035954	0.00445021414557936	0.087	0.11	1
Spns1	0.0950353133027782	0.0562969482943938	0.118	0.093	1
Srr	0.0950729826883729	-0.0545278084329742	0.06	0.11	1
Atg4d	0.095305661349351	-0.000795767726979618	0.158	0.184	1
Dtd2	0.0954002033167446	-0.0139348051542245	0.097	0.145	1
Rbm43	0.095447384035866	0.0194870869635049	0.12	0.105	1
Rrp36	0.0954739120504966	0.0344863761337624	0.155	0.176	1
Mlec	0.0956807059951813	0.0282336645906984	0.101	0.12	1
Smarca5	0.0957459068413397	0.00253014462440937	0.17	0.199	1
Tmem185a	0.0957953020245209	0.0234933072587716	0.13	0.118	1
Ube2h	0.0961054218313732	0.0619233821483852	0.169	0.191	1
Nova1	0.0961226512036448	-0.0297174124157926	0.117	0.127	1
Pdcd7	0.0961453040586695	0.00731174615021839	0.107	0.086	1
Traip	0.0962095251100421	0.000875430430520269	0.156	0.174	1
Agtpbp1	0.09628581467699	-0.017696594873062	0.158	0.176	1
Ilk	0.0962980358143193	-0.0120867311440179	0.161	0.196	1
Gngt2	0.0963852860658551	0.059133508956391	0.231	0.211	1
Rras2	0.0963955383223688	-0.0773285258001672	0.232	0.25	1
Pola2	0.0964337466682884	-0.0234719731928086	0.13	0.154	1
Dusp5	0.0964663249567943	-0.0583175251004764	0.312	0.338	1
Gdpgp1	0.0966709466659925	0.0308245737937074	0.153	0.179	1
3830406C13Rik	0.0967202039155249	0.0347040837957034	0.122	0.152	1
Rida	0.096852243424093	0.014149272880656	0.117	0.093	1
Xpnpep3	0.0968541706046911	0.0496076042538887	0.105	0.135	1
Gtf2e2	0.0970521807605478	0.00954493074832835	0.176	0.199	1
Klhl12	0.0971230858619286	0.0216275648342729	0.163	0.179	1
Psme4	0.0972894217888774	0.0594641714855134	0.176	0.15	1
Gm15420	0.0973525341158841	0.0317511719408771	0.13	0.154	1
Ubap2	0.0974610139425489	0.0764189364661947	0.171	0.147	1
Rsu1	0.0976272850363739	-0.0419043361797313	0.147	0.176	1
Anapc16	0.0976297733057816	0.189395072082561	0.181	0.152	1
Ntan1	0.0976398845224415	0.149072134206338	0.275	0.248	1
Ak3	0.0978984871857739	0.0598569820882939	0.107	0.103	1
Zfp397	0.0979239039341065	0.0449956157657982	0.149	0.169	1
Cpeb2	0.0980214995238406	0.0332022547267017	0.131	0.096	1
Tab2	0.0980981906687563	0.0801772894843512	0.159	0.132	1
Nup214	0.0982689164051128	-0.042595807668149	0.16	0.191	1
Aff1	0.0984839439530572	0.0397601793725727	0.114	0.13	1
Dohh	0.0985971222309112	0.0106412389421226	0.18	0.157	1
Rnpc3	0.0986168121700902	0.0561786048941155	0.134	0.147	1
Siah2	0.0986990402530081	-0.0547894090077305	0.194	0.223	1
Pds5a	0.0991954842211878	0.0735783165970925	0.207	0.23	1
Mrps35	0.0993456044742752	-0.00250215461987524	0.172	0.201	1
Vrk1	0.0994599872611511	-0.043912700734818	0.261	0.292	1
Cklf	0.0995314995908599	0.00665116905126983	0.205	0.243	1
1700017B05Rik	0.0995400504230203	0.00739276642113459	0.205	0.174	1
Dhrs1	0.0995425047468165	-0.0186238575137919	0.166	0.142	1
